Order,Property ID,Lot Area,Street,Alley,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Pool Area,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
667,535402010,9671,Pave,NA,Corner,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,1248,1248,GasA,Y,SBrkr,0,0,2,2,6,2,12,0,Attchd,3,907,Y,0,0,0,NA,8,2009,WD ,Normal,190000
668,535402090,10143,Pave,NA,Inside,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,CBlock,Rec,384,Unf,0,996,1380,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Attchd,1,364,Y,0,0,0,GdWo,6,2009,WD ,Normal,154000
669,535402270,11500,Pave,NA,Inside,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,CBlock,BLQ,872,Rec,60,108,1040,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,Attchd,2,480,Y,0,0,0,MnPrv,5,2009,WD ,Normal,163000
670,535402330,11643,Pave,NA,Inside,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,CBlock,LwQ,500,Unf,0,748,1248,GasA,Y,SBrkr,1,1,2,2,6,2,12,0,Detchd,4,968,Y,0,0,0,NA,8,2009,WD ,Normal,200000
671,535403190,8010,Pave,NA,Inside,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GLQ,745,Unf,0,206,951,GasA,Y,SBrkr,1,0,1,0,2,1,6,0,Detchd,2,480,Y,0,0,0,NA,9,2009,WD ,Normal,143500
672,535403210,10454,Pave,NA,Corner,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,CBlock,Rec,546,Unf,0,559,1105,GasA,Y,FuseA,0,0,1,0,3,1,5,0,Detchd,1,308,Y,0,0,0,NA,4,2009,WD ,Normal,135000
673,535403280,8712,Pave,NA,Inside,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,CBlock,BLQ,860,Unf,0,132,992,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Detchd,1,756,Y,0,0,0,NA,5,2009,WD ,Normal,153000
674,535425070,17600,Pave,NA,Inside,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,1270,Unf,0,208,1478,GasA,Y,FuseA,1,0,2,0,3,1,6,2,Attchd,2,498,Y,0,40,0,NA,12,2009,WD ,Normal,157500
675,535426150,9000,Pave,NA,Inside,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,160,160,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Basment,1,384,Y,0,28,0,NA,4,2009,WD ,Normal,113500
676,535450070,12144,Pave,NA,Inside,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,CBlock,Rec,375,Unf,0,457,832,GasA,Y,SBrkr,0,0,1,0,3,1,6,1,Attchd,1,288,Y,0,28,0,NA,9,2009,WD ,Normal,133000
677,535450160,8544,Pave,NA,Corner,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,Slab,NA,0,NA,0,0,0,Wall,N,FuseA,0,0,2,0,2,2,6,0,Detchd,2,400,Y,0,0,0,NA,6,2009,WD ,Normal,92900
678,535450200,8064,Pave,NA,Inside,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,621,Unf,0,174,795,GasA,N,SBrkr,0,0,1,0,3,1,5,0,Detchd,2,900,Y,0,0,0,NA,12,2009,COD,Abnorml,128500
679,535451170,7200,Pave,NA,Inside,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,Slab,NA,0,NA,0,0,0,Wall,N,FuseF,0,0,2,0,2,2,6,0,Detchd,2,420,Y,0,0,0,NA,6,2009,WD ,Normal,90000
680,535451250,7200,Pave,NA,Inside,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,CBlock,Rec,180,BLQ,352,676,1208,GasA,Y,FuseA,1,0,1,1,3,1,7,0,Attchd,1,240,Y,0,0,0,GdPrv,5,2009,WD ,Normal,138000
681,535452090,7350,Pave,NA,Inside,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,CBlock,Unf,0,Unf,0,1041,1041,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Attchd,1,294,Y,0,0,0,GdWo,3,2009,WD ,Normal,128000
682,535452100,7560,Pave,NA,Inside,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,CBlock,LwQ,504,Unf,0,525,1029,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Attchd,1,294,Y,0,0,0,MnPrv,5,2009,COD,Abnorml,139000
683,535452140,7200,Pave,NA,Corner,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,630,BLQ,102,0,732,GasA,Y,SBrkr,1,0,1,0,2,1,4,0,Detchd,1,240,Y,0,68,0,NA,9,2009,WD ,Normal,118900
684,535453100,8000,Pave,NA,Inside,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,CBlock,GLQ,433,Rec,95,0,528,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,288,Y,0,0,0,GdWo,7,2009,WD ,Normal,138000
685,535453200,7931,Pave,NA,Inside,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,CBlock,BLQ,1148,Unf,0,0,1148,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,672,Y,0,0,0,GdPrv,7,2009,WD ,Normal,132500
686,535454100,10800,Pave,NA,Inside,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,832,832,GasA,Y,FuseF,0,0,2,0,4,1,6,0,Detchd,1,384,Y,0,204,0,NA,8,2009,WD ,Normal,133500
687,535454160,8064,Pave,NA,Corner,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,CBlock,LwQ,120,Unf,0,744,864,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,2,576,Y,180,36,0,NA,8,2009,COD,Abnorml,135000
688,535475010,7570,Pave,NA,Corner,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,780,780,GasA,Y,SBrkr,0,0,1,1,4,1,8,0,Attchd,2,483,Y,0,55,0,NA,3,2009,WD ,Normal,144750
689,535476110,8604,Pave,NA,Inside,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,CBlock,GLQ,941,Unf,0,0,941,GasA,Y,SBrkr,1,0,1,0,2,1,4,0,Attchd,2,564,Y,0,40,0,NA,11,2009,WD ,Normal,145000
690,535476240,7936,Pave,NA,Inside,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,CBlock,BLQ,826,Unf,0,219,1045,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,Attchd,1,264,Y,0,0,0,NA,4,2009,WD ,Normal,127000
691,535477150,6600,Pave,NA,Inside,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,894,894,GasA,N,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,308,Y,0,0,0,NA,8,2009,WD ,Normal,109500
692,902101010,3950,Pave,Grvl,Inside,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,468,Unf,0,350,818,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,Detchd,1,210,N,0,0,0,NA,12,2009,WD ,Normal,115000
693,902102080,10440,Pave,Grvl,Corner,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Unf,0,Unf,0,440,440,GasA,Y,SBrkr,0,0,1,1,2,1,5,0,Detchd,2,440,Y,74,0,0,MnPrv,5,2009,WD ,Normal,110000
694,902103100,4080,Pave,Grvl,Inside,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Unf,0,Unf,0,901,901,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,162,P,54,0,0,NA,6,2009,WD ,Normal,128900
695,902103120,10307,Pave,Grvl,Inside,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,LwQ,633,Unf,0,339,972,GasA,N,FuseA,1,0,2,0,4,2,12,0,Detchd,2,324,N,0,28,0,NA,6,2009,WD ,Normal,103500
696,902103170,5720,Pave,NA,Inside,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,676,676,GasA,Y,SBrkr,0,0,1,1,3,1,5,0,Detchd,1,200,Y,26,0,0,NA,8,2009,WD ,Abnorml,66500
697,902105050,15660,Pave,NA,Inside,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,CBlock,Unf,0,Unf,0,240,240,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Detchd,2,472,N,0,0,0,MnPrv,7,2009,WD ,Normal,130000
698,902105060,9900,Pave,NA,Corner,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,CBlock,Unf,0,Unf,0,504,504,GasA,Y,SBrkr,0,0,2,0,3,1,7,0,NA,0,0,N,0,0,0,NA,3,2009,WD ,Normal,129000
699,902106010,6406,Pave,Grvl,Inside,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,ALQ,421,Unf,0,269,690,GasA,Y,FuseA,0,0,1,1,3,1,7,1,Detchd,2,400,Y,0,36,0,MnPrv,10,2009,WD ,Normal,150000
700,902106060,6600,Pave,NA,Corner,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,Unf,0,Unf,0,994,994,GasA,N,SBrkr,0,0,2,0,4,2,11,0,Attchd,1,432,Y,0,287,0,NA,12,2009,WD ,Normal,107500
701,902109130,7627,Pave,NA,Corner,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,Unf,0,Unf,0,600,600,GasA,N,SBrkr,0,0,2,0,4,2,8,0,NA,0,0,N,0,0,0,NA,10,2009,WD ,Normal,94550
702,902109140,7596,Pave,Grvl,Inside,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,960,960,GasA,Y,SBrkr,0,0,2,0,4,2,10,0,Detchd,2,400,N,0,0,0,NA,7,2009,COD,Normal,124500
703,902110080,3378,Pave,Grvl,Inside,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,651,651,GasA,Y,SBrkr,0,0,1,1,3,1,6,2,Detchd,1,240,P,0,0,0,NA,9,2009,WD ,Normal,135000
704,902134120,10134,Pave,Grvl,Inside,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,801,801,GasA,N,SBrkr,0,0,1,0,3,1,6,0,NA,0,0,N,80,0,0,NA,7,2009,WD ,Normal,103000
705,902135020,6000,Pave,Pave,Inside,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,936,936,GasA,N,SBrkr,0,0,1,0,2,1,4,0,Detchd,2,576,Y,0,32,0,NA,2,2009,WD ,Normal,93000
706,902201110,6000,Pave,NA,Inside,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,384,Unf,0,384,768,GasA,Y,FuseA,0,0,1,1,3,1,6,0,Detchd,1,308,Y,0,12,0,MnPrv,3,2009,WD ,Normal,129500
707,902202150,6000,Pave,NA,Inside,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,811,811,GasA,Y,FuseA,0,0,2,0,3,2,7,0,BuiltIn,1,256,Y,0,0,0,NA,11,2009,WD ,Normal,93000
708,902204080,7404,Pave,NA,Corner,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,861,861,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,2,288,N,0,0,0,NA,11,2009,Oth,Normal,80000
709,902205010,5925,Pave,NA,Corner,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,NA,0,NA,0,0,0,GasA,N,FuseA,0,0,1,0,1,1,4,0,Detchd,1,308,N,0,0,0,NA,10,2009,WD ,Normal,45000
710,902205030,5925,Pave,NA,Inside,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,600,600,Grav,N,SBrkr,0,0,1,0,2,1,6,0,NA,0,0,Y,0,0,0,GdWo,5,2009,WD ,Abnorml,37900
711,902206260,5784,Pave,NA,Inside,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,190,190,GasA,Y,FuseA,0,0,1,0,2,1,4,0,Attchd,1,273,Y,144,20,0,NA,12,2009,WD ,Normal,91300
712,902207170,8520,Pave,NA,Inside,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,PConc,Unf,0,Unf,0,624,624,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,287,Y,0,0,0,GdWo,2,2009,WD ,Normal,99500
713,902300090,4456,Pave,NA,Inside,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,736,736,GasA,Y,SBrkr,0,0,2,0,2,3,8,0,NA,0,0,N,0,0,0,NA,6,2009,New,Partial,113000
714,902301060,9600,Pave,NA,Inside,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,677,677,GasA,Y,SBrkr,0,0,2,0,3,1,7,0,Detchd,2,720,N,0,0,0,NA,6,2009,WD ,Normal,87500
715,902301080,3500,Pave,Grvl,Inside,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,CBlock,LwQ,312,Unf,0,408,720,GasA,Y,SBrkr,0,0,1,1,2,1,5,0,Detchd,1,240,Y,0,35,0,MnWw,4,2009,WD ,Normal,110000
716,902325070,8100,Pave,NA,Corner,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,PConc,Unf,0,Unf,0,849,849,GasA,N,FuseA,0,0,2,0,2,3,11,0,Detchd,2,360,N,40,156,0,MnPrv,11,2009,WD ,Normal,106000
717,902326030,11700,Pave,Pave,Corner,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Stone,Unf,0,Unf,0,1240,1240,GasW,N,SBrkr,0,0,1,1,4,1,8,1,Detchd,4,864,N,181,0,0,NA,5,2009,WD ,Normal,265979
718,902327070,8400,Pave,NA,Corner,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,BrkTil,Unf,0,Unf,0,917,917,GasA,Y,FuseA,0,0,2,0,3,1,8,0,Detchd,1,357,Y,0,235,0,NA,6,2009,WD ,Normal,160000
719,902329080,3600,Pave,Grvl,Inside,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,BrkTil,Unf,0,Unf,0,624,624,GasA,Y,SBrkr,1,0,1,0,3,1,5,1,Attchd,1,280,N,0,103,0,NA,5,2009,WD ,Normal,119000
720,902330040,17671,Pave,Grvl,Corner,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,BLQ,216,Unf,0,700,916,GasA,Y,SBrkr,0,0,1,1,4,1,8,1,Attchd,2,424,P,0,169,0,NA,11,2009,WD ,Normal,168000
721,902331010,3300,Pave,NA,Inside,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,BrkTil,Unf,0,Unf,0,624,624,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,NA,0,0,N,0,33,0,NA,6,2009,WD ,Normal,58500
722,902401130,9000,Pave,NA,Inside,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,PConc,ALQ,624,Unf,0,26,650,GasA,Y,SBrkr,0,1,1,0,3,1,7,0,Detchd,2,324,Y,0,0,0,NA,7,2009,WD ,Normal,143000
723,902402150,7200,Pave,NA,Inside,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,BrkTil,ALQ,247,Rec,465,310,1022,GasW,N,SBrkr,1,0,1,0,2,1,4,0,Detchd,1,280,Y,0,30,0,NA,6,2009,WD ,Normal,85000
724,902405100,8820,Pave,NA,Corner,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,BrkTil,LwQ,1088,Unf,0,0,1088,GasA,Y,SBrkr,0,0,1,0,2,1,7,0,Detchd,2,456,Y,48,0,0,MnWw,9,2009,WD ,Normal,124900
725,902405120,5400,Pave,NA,Inside,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,972,972,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,207,Y,0,0,0,NA,9,2009,ConLI,Family,119000
726,902406070,9720,Pave,Grvl,Inside,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,741,741,GasA,Y,SBrkr,0,0,1,0,4,1,8,0,Detchd,3,640,Y,0,0,0,MnPrv,9,2009,WD ,Normal,146500
727,902477120,7879,Pave,NA,Inside,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,495,Unf,0,225,720,GasA,N,FuseA,0,0,1,0,2,1,4,0,NA,0,0,N,0,523,0,GdWo,11,2009,WD ,Abnorml,34900
728,902477130,9392,Pave,NA,Corner,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,CBlock,Unf,0,Unf,0,245,245,GasA,N,SBrkr,0,0,1,0,2,1,5,0,NA,0,0,N,0,36,0,NA,9,2009,WD ,Abnorml,44000
729,903200080,21384,Pave,NA,Inside,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GLQ,1309,Unf,0,15,1324,GasA,Y,SBrkr,2,0,1,1,3,1,6,1,Attchd,2,528,Y,0,312,0,NA,5,2009,WD ,Normal,223500
730,903201020,6615,Pave,NA,Inside,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,1022,1022,GasA,N,FuseA,0,0,1,0,3,1,6,1,BuiltIn,1,216,Y,266,61,0,GdWo,9,2009,WD ,Normal,149000
731,903201080,7264,Pave,NA,Inside,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,952,952,GasW,N,SBrkr,0,0,2,1,3,1,5,0,Detchd,2,672,Y,74,0,0,NA,10,2009,WD ,Normal,205000
732,903202170,4960,Pave,NA,Inside,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,CBlock,Unf,0,Unf,0,297,297,GasA,Y,SBrkr,0,0,2,0,3,1,7,1,Detchd,1,336,N,244,60,0,NA,5,2009,WD ,Normal,137000
733,903205040,8854,Pave,NA,Inside,1Fam,1.5Unf,6,6,1916,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,952,952,Grav,N,FuseF,0,0,1,0,2,1,4,1,Detchd,1,192,P,0,98,0,NA,5,2009,WD ,Normal,121000
734,903226130,6000,Pave,NA,Inside,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,BLQ,672,Unf,0,0,672,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,240,Y,0,0,0,NA,7,2009,WD ,Normal,128000
735,903226170,6000,Pave,NA,Inside,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,698,698,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,2,624,N,210,0,0,NA,7,2009,WD ,Normal,134900
736,903227070,6000,Pave,NA,Corner,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,884,884,GasA,Y,SBrkr,1,0,1,0,3,1,5,1,Detchd,1,216,N,0,0,0,NA,5,2009,WD ,Normal,117000
737,903227090,6000,Pave,NA,Inside,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,780,780,GasA,Y,FuseF,0,0,1,0,4,1,6,1,Detchd,1,280,Y,45,0,0,NA,5,2009,WD ,Normal,132500
738,903228070,6000,Pave,NA,Corner,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkTil,Rec,220,Unf,0,248,468,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Attchd,1,320,Y,0,0,0,NA,6,2009,WD ,Normal,93000
739,903228120,6000,Pave,NA,Inside,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Unf,0,Unf,0,884,884,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,1,180,Y,0,0,0,NA,1,2009,WD ,Normal,119000
740,903230100,6911,Pave,NA,FR2,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,LwQ,405,Unf,0,740,1145,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,2,440,Y,0,0,0,NA,10,2009,WD ,Normal,100000
741,903231010,6120,Pave,NA,Corner,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,927,927,GasA,Y,SBrkr,0,0,1,1,3,1,5,0,Detchd,2,576,Y,112,0,0,MnPrv,4,2009,WD ,Normal,141500
742,903231030,6120,Pave,NA,Inside,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,BrkTil,Unf,0,Unf,0,884,884,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,240,Y,0,0,0,NA,7,2009,WD ,Normal,133000
743,903231060,6120,Pave,NA,Inside,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,Unf,0,Unf,0,264,264,Grav,N,FuseA,0,0,1,0,1,1,4,1,NA,0,0,N,0,0,0,NA,1,2009,ConLw,Normal,60000
744,903231130,6120,Pave,NA,Corner,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,BLQ,209,Unf,0,506,715,GasA,Y,FuseA,1,0,1,0,2,1,5,0,Detchd,1,180,Y,48,0,0,NA,11,2009,WD ,Normal,105000
745,903232060,6120,Pave,NA,Inside,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,960,960,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,264,Y,0,15,0,MnPrv,3,2009,WD ,Abnorml,115000
746,903234220,6120,Pave,NA,Inside,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,LwQ,273,Unf,0,679,952,GasA,Y,FuseA,0,0,2,0,3,1,6,1,Detchd,1,250,Y,189,0,0,NA,2,2009,WD ,Normal,150000
747,903236040,8635,Pave,NA,Inside,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,BrkTil,LwQ,134,Unf,0,938,1072,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Detchd,5,1184,P,0,0,0,NA,8,2009,WD ,Normal,126500
748,903400220,11888,Pave,Pave,Inside,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,Unf,0,Unf,0,844,844,GasA,N,FuseA,0,0,2,0,5,1,10,0,Detchd,2,441,Y,0,60,0,NA,7,2009,WD ,Normal,214500
749,903425245,11414,Pave,NA,Corner,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,BrkTil,Unf,0,Unf,0,728,728,GasA,N,SBrkr,0,0,1,0,3,1,8,0,Detchd,2,532,Y,509,135,0,GdPrv,10,2009,WD ,Normal,167500
750,903427120,8094,Pave,Grvl,Inside,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,1048,1048,GasA,Y,FuseA,0,0,2,0,3,1,8,0,Detchd,2,576,Y,0,0,0,NA,6,2009,WD ,Normal,155000
751,903429080,2500,Pave,Pave,Corner,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,PConc,ALQ,299,Unf,0,611,910,GasA,Y,SBrkr,1,0,1,1,4,1,7,1,Attchd,1,164,Y,0,0,0,NA,6,2009,WD ,Normal,155000
752,903429110,9928,Pave,Grvl,Inside,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,672,672,GasA,Y,SBrkr,0,0,2,0,3,1,8,0,Detchd,1,216,N,24,28,0,NA,6,2009,WD ,Normal,179900
753,903430060,5520,Pave,NA,Corner,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,755,755,GasA,Y,SBrkr,0,0,1,0,5,1,8,0,NA,0,0,Y,0,198,0,MnPrv,7,2009,WD ,Abnorml,104000
754,903430070,3000,Pave,Grvl,Inside,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,1040,1040,GasA,N,SBrkr,0,0,2,0,4,2,11,0,NA,0,0,Y,0,56,0,NA,9,2009,WD ,Abnorml,62500
755,903451090,6876,Pave,NA,Inside,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,CBlock,BLQ,522,Unf,0,198,720,GasA,Y,SBrkr,1,0,2,0,4,1,8,0,Attchd,1,316,Y,0,0,0,MnPrv,8,2009,WD ,Normal,149000
756,903458170,6240,Pave,Grvl,Inside,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,BLQ,152,Unf,0,628,780,GasA,Y,FuseA,0,0,1,0,2,1,5,0,Detchd,2,539,Y,0,23,0,NA,1,2009,WD ,Normal,103000
